0,717430639;0,433968994;0,002764495;0,009096004
0,245098749;0,90720823;0,313021876;0,738047563
0,703955718;0,602414536;0,808585273;0,031775446
0,726709584;0,825791131;0,139603813;0,918098756
0,697722014;0,738421954;0,552771594;0,350214933
0,064461788;0,234343478;0,533345432;0,93929489
0,557016407;0,866838637;0,653348741;0,556499914
0,751144587;0,545896236;0,649151401;0,105266438
0,752533023;0,080583171;0,321449395;0,12195518
0,821136195;0,66570518;0,665067649;0,793985234
0,281979927;0,411487617;0,620774252;0,392857558
0,700227349;0,24803453;0,528188464;0,26384717
0,6359212;0,001685875;0,052081922;0,692594308
0,943039676;0,455182959;0,11775736;0,516262413
0,2886407;0,713212529;0,042786426;0,773792458
0,832312116;0,881599044;0,847152582;0,480554984
0,053848869;0,29029726;0,246398157;0,305378847
0,693668438;0,644197426;0,601221075;0,155877718
0,077303798;0,9000425;0,875553731;0,046030381
0,879761977;0,145747999;0,114904237;0,260288962
0,714912932;0,461401412;0,607413698;0,549491592
0,40242738;0,065931037;0,109658772;0,568054759
0,617533153;0,773221488;0,4914316;0,650746799
0,564432787;0,245622542;0,24881875;0,069427178
0,922356166;0,893227072;0,763612275;0,477287448
0,404779995;0,882967703;0,960661706;0,221853288
0,168963438;0,187450816;0,559765173;0,694294008
0,819483352;0,679472846;0,173259483;0,550077583
0,378981168;0,886879705;0,281663965;0,873224526
0,449145034;0,284945886;0,718064538;0,925290119
0,205412219;0,419464291;0,58134911;0,853130311
0,44360499;0,062643107;0,861729553;0,281396188
0,503009889;0,601974111;0,961861392;0,069340437
0,418110843;0,887464477;0,11088573;0,421895846
0,00980818;0,466542038;0,045758847;0,597751452
0,04074592;0,377373346;0,323857041;0,370724113
0,959501584;0,175292056;0,465021149;0,463092535
0,857080779;0,875470715;0,440289352;0,375250217
0,25128391;0,782179065;0,751469517;0,733981296
0,273498703;0,157036113;0,08616958;0,477964995
0,226696858;0,961724969;0,897762773;0,817697683
0,838206073;0,405233447;0,28520132;0,129194413
0,388609993;0,566028785;0,156047473;0,545670335
